venda_id,venda_data,venda_hora,loja_id,produto_id,qtd_vendida,valor_unitario
72390,2024-02-05,12:16,1,8,8,14.89
72391,2024-06-20,16:19,2,4,8,13.53
72392,2024-08-09,16:18,3,7,10,25.04
72393,2024-01-10,12:53,2,14,7,34.87
72394,2024-08-25,08:21,2,7,4,40.63
72395,2024-01-21,14:56,4,24,3,28.99
72396,2024-08-19,11:51,1,11,2,40.63
72397,2024-06-26,08:53,4,23,2,31.96
72398,2024-03-28,09:07,2,5,1,32.48
72399,2024-08-06,16:52,1,19,1,20.64
72400,2024-02-14,08:11,2,6,2,12.81
72401,2024-03-16,10:37,3,24,6,23.45
72402,2024-02-02,17:11,4,19,2,25.63
72403,2024-08-17,13:14,4,10,3,15.42
72404,2024-07-20,11:56,1,22,3,2.5
72405,2024-06-03,18:06,2,5,4,33.51
72406,2024-04-02,10:23,4,22,1,27.31
72407,2024-02-26,15:46,3,9,8,22.32
72408,2024-01-14,13:31,1,11,3,33.06
72409,2024-02-05,09:37,4,12,4,15.03
72410,2024-07-31,08:13,4,25,4,34.59
72411,2024-06-05,14:12,4,21,6,8.74
72412,2024-01-04,10:09,5,14,2,29.78
72413,2024-07-24,14:07,1,21,10,18.24
72414,2024-06-28,16:56,4,19,3,5.33
72415,2024-05-01,12:03,1,9,7,12.61
72416,2024-04-15,10:22,5,4,2,25.88
72417,2024-07-17,11:31,1,10,10,9.22
72418,2024-05-26,09:22,3,2,10,36.67
72419,2024-07-08,17:03,3,7,10,44.09
72420,2024-03-08,18:29,3,11,10,18.18
72421,2024-07-28,14:21,5,5,1,37.22
72422,2024-01-29,11:41,1,12,6,2.99
72423,2024-06-30,18:26,1,1,6,35.23
72424,2024-04-13,10:35,1,7,1,40.99
72425,2024-02-26,14:30,1,9,6,26.56
72426,2024-01-28,17:26,2,20,9,14.85
72427,2024-04-08,18:04,5,1,1,43.14
72428,2024-02-13,11:45,2,14,2,38.57
72429,2024-02-24,13:12,4,13,3,25.89
72430,2024-02-03,12:36,1,4,4,25.13
72431,2024-02-02,18:15,3,21,1,41.05
72432,2024-05-26,15:59,5,15,9,17.45
72433,2024-01-27,14:15,4,22,5,38.07
72434,2024-02-10,08:04,3,5,2,28.09
72435,2024-02-06,08:49,2,3,4,31.77
72436,2024-01-24,12:08,5,3,6,26.14
72437,2024-06-14,11:41,4,11,3,35.87
72438,2024-05-30,09:14,2,23,2,28.24
72439,2024-04-17,14:34,3,3,7,3.25
72440,2024-07-01,11:53,4,6,6,4.66
72441,2024-05-31,08:59,5,25,8,14.32
72442,2024-01-19,09:17,2,22,10,39.66
72443,2024-04-15,11:15,2,6,6,6.44
72444,2024-07-24,16:18,5,25,9,13.19
72445,2024-03-22,18:29,5,18,10,35.29
72446,2024-08-08,17:25,2,7,3,23.76
72447,2024-03-01,08:55,4,5,8,13.39
72448,2024-02-27,17:21,4,10,5,22.54
72449,2024-03-01,11:00,5,20,8,13.41
72450,2024-08-11,08:34,5,1,5,17.51
72451,2024-02-18,18:30,3,23,7,12.88
72452,2024-07-04,11:33,3,9,4,21.73
72453,2024-07-02,15:08,2,6,6,36.86
72454,2024-04-11,11:14,1,16,10,29.01
72455,2024-05-02,14:52,5,5,10,41.69
72456,2024-05-20,14:35,2,24,8,15.64
72457,2024-06-02,18:09,2,13,5,6.08
72458,2024-03-18,09:37,5,16,8,20.46
72459,2024-03-27,17:15,3,20,3,7.32
72460,2024-08-12,17:19,5,19,5,12.95
72461,2024-08-30,17:02,1,15,10,7.49
72462,2024-08-17,17:40,4,11,8,16.1
72463,2024-03-16,11:29,5,22,7,18.07
72464,2024-02-27,17:23,2,17,3,4.6
72465,2024-08-14,15:52,2,13,5,42.97
72466,2024-04-08,16:22,5,23,3,38.48
72467,2024-06-05,18:45,3,12,3,8.74
72468,2024-05-16,18:21,3,15,2,35.94
72469,2024-01-24,15:29,1,22,5,8.65
72470,2024-05-21,15:21,4,4,8,30.56
72471,2024-03-26,17:12,5,19,1,6.99
72472,2024-06-22,12:58,2,9,10,36.37
72473,2024-05-08,14:08,4,19,5,22.52
72474,2024-04-19,09:08,1,23,9,6.41
72475,2024-02-15,10:20,2,10,2,33.35
72476,2024-03-25,08:06,5,3,9,5.97
72477,2024-08-16,11:06,1,23,8,11.65
72478,2024-05-25,10:39,2,10,2,40.37
72479,2024-02-12,17:50,4,23,6,19.75
72480,2024-05-29,17:58,2,23,4,10.31
72481,2024-03-14,18:22,5,6,6,35.2
72482,2024-06-27,13:53,5,13,1,15.62
72483,2024-01-12,12:47,3,9,1,41.6
72484,2024-06-30,14:24,4,6,4,40.02
72485,2024-02-04,09:49,3,13,6,26.05
72486,2024-02-02,10:17,2,4,1,15.36
72487,2024-07-05,09:53,4,7,9,41.58
72488,2024-05-31,17:54,1,18,8,36.02
72489,2024-07-20,10:31,5,6,9,22.88
72490,2024-04-25,09:56,3,18,1,26.39
72491,2024-03-28,11:55,2,22,10,11.97
72492,2024-07-28,14:03,1,22,1,12.45
72493,2024-08-05,18:36,5,1,6,6.55
72494,2024-04-14,15:56,4,3,6,28.5
72495,2024-08-09,13:57,3,2,10,2.87
72496,2024-04-29,17:15,3,15,10,34.06
72497,2024-03-24,09:12,5,24,10,24.35
72498,2024-03-20,16:55,4,15,9,34.71
72499,2024-06-11,08:33,1,16,8,24.66
72500,2024-02-06,11:47,1,7,3,6.01
72501,2024-05-04,13:10,4,21,3,19.39
72502,2024-03-15,11:10,4,6,5,31.03
72503,2024-02-15,13:10,2,20,1,10.25
72504,2024-05-17,15:43,3,6,4,14.18
72505,2024-06-26,12:42,1,9,10,35.78
72506,2024-02-06,13:18,5,8,3,26.14
72507,2024-01-10,16:15,4,22,10,16.0
72508,2024-07-19,11:23,4,21,1,40.56
72509,2024-03-24,14:27,4,11,10,25.51
72510,2024-03-10,16:53,1,18,3,41.27
72511,2024-08-24,13:22,4,8,10,15.6
72512,2024-08-13,10:22,2,16,6,27.43
72513,2024-08-01,17:25,3,14,9,32.06
72514,2024-05-24,17:42,1,20,6,4.79
72515,2024-05-30,12:46,1,15,9,5.43
72516,2024-06-07,18:05,4,9,6,15.89
72517,2024-03-09,13:18,2,3,7,24.13
72518,2024-01-20,18:33,2,17,10,7.94
72519,2024-02-29,15:07,3,21,7,16.28
72520,2024-04-10,09:41,3,24,1,18.34
72521,2024-03-23,08:08,2,11,3,27.81
72522,2024-08-28,17:17,2,24,1,32.51
72523,2024-08-26,17:54,1,8,7,34.79
72524,2024-06-26,10:51,1,8,8,37.03
72525,2024-08-21,12:53,5,4,10,7.69
72526,2024-06-22,10:02,5,23,4,23.9
72527,2024-05-26,18:41,1,2,9,33.48
72528,2024-07-21,10:24,2,16,3,3.74
72529,2024-03-05,17:08,4,16,6,21.42
72530,2024-08-12,18:00,5,15,4,38.67
72531,2024-03-24,13:12,1,15,5,44.41
72532,2024-02-06,15:21,5,14,6,23.81
72533,2024-05-05,08:20,3,24,1,4.89
72534,2024-06-13,10:53,3,5,8,5.57
72535,2024-06-12,08:56,4,6,2,10.31
72536,2024-08-18,08:24,2,21,7,28.77
72537,2024-03-15,18:20,5,9,9,29.32
72538,2024-06-13,12:06,2,24,3,24.87
72539,2024-05-23,13:57,5,19,3,38.44
72540,2024-04-18,12:29,5,22,10,41.98
72541,2024-06-15,18:01,3,5,5,8.21
72542,2024-05-21,17:53,3,22,1,10.56
72543,2024-01-11,16:07,4,16,9,10.15
72544,2024-01-18,18:19,4,3,1,39.31
72545,2024-07-22,09:47,5,22,3,24.54
72546,2024-06-17,13:43,3,10,7,32.68
72547,2024-06-20,08:31,5,23,9,16.31
72548,2024-02-29,12:07,4,5,6,19.66
72549,2024-02-11,15:50,5,6,8,43.17
72550,2024-03-17,12:26,3,10,10,27.4
72551,2024-08-29,13:34,3,18,10,16.98
72552,2024-07-13,15:01,4,14,7,38.53
72553,2024-04-22,13:38,1,23,1,26.13
72554,2024-03-02,17:33,2,7,3,42.48
72555,2024-03-07,11:26,3,14,5,14.07
72556,2024-03-07,17:40,5,25,6,13.49
72557,2024-06-05,12:57,5,6,8,18.01
72558,2024-03-15,15:17,4,1,7,4.68
72559,2024-05-28,16:17,4,23,1,25.35
72560,2024-07-17,18:37,1,16,4,12.4
72561,2024-07-05,10:51,2,17,2,16.73
72562,2024-07-29,11:38,3,25,10,2.85
72563,2024-03-23,14:34,1,18,5,22.94
72564,2024-07-12,15:26,1,13,6,19.14
72565,2024-07-12,11:21,5,3,2,44.54
72566,2024-05-25,14:47,1,9,3,41.84
72567,2024-01-07,10:07,1,15,3,26.48
72568,2024-02-28,18:15,2,2,5,24.79
72569,2024-06-09,15:43,3,16,9,18.51
72570,2024-05-30,18:48,4,1,2,38.33
72571,2024-06-24,10:20,3,8,9,12.91
72572,2024-06-19,10:38,2,22,4,30.89
72573,2024-05-31,14:05,2,8,3,19.29
72574,2024-04-19,12:32,2,11,10,11.78
72575,2024-01-17,11:55,2,25,4,43.77
72576,2024-06-04,12:19,2,24,6,35.38
72577,2024-07-14,15:01,4,20,5,3.09
72578,2024-03-26,12:07,3,22,7,37.97
72579,2024-05-16,11:12,2,9,8,13.02
72580,2024-02-15,08:34,5,7,6,6.88
72581,2024-02-02,15:04,2,2,2,33.63
72582,2024-03-09,10:51,5,24,6,41.95
72583,2024-03-29,15:56,5,24,1,26.9
72584,2024-08-13,18:17,3,2,6,14.25
72585,2024-04-11,13:27,2,11,8,29.24
72586,2024-02-01,12:44,1,17,5,41.74
72587,2024-02-14,12:43,1,10,2,20.48
72588,2024-04-14,15:51,1,25,4,6.93
72589,2024-02-12,09:07,5,23,2,3.61
72590,2024-05-03,17:07,2,6,5,9.2
72591,2024-04-29,14:37,4,1,2,11.72
72592,2024-02-18,17:10,3,22,8,4.64
72593,2024-01-17,16:03,4,2,6,34.51
72594,2024-06-25,08:58,1,7,5,5.8
72595,2024-07-10,14:45,4,12,5,22.7
72596,2024-04-15,13:16,3,2,9,32.33
72597,2024-05-19,16:41,2,12,3,23.56
72598,2024-04-11,09:25,4,19,1,15.56
72599,2024-04-13,11:19,2,10,2,44.34
72600,2024-01-19,09:31,5,2,9,17.0
72601,2024-07-11,14:10,2,16,6,4.42
72602,2024-03-27,17:21,2,8,2,22.92
72603,2024-04-24,18:53,4,10,5,34.49
72604,2024-07-25,08:54,1,16,6,14.03
72605,2024-02-07,15:34,4,11,1,17.94
72606,2024-07-16,15:01,5,21,2,21.64
72607,2024-07-13,11:01,4,10,1,27.97
72608,2024-08-31,17:13,2,23,10,36.51
72609,2024-05-28,08:43,5,3,8,22.55
72610,2024-05-16,16:23,5,9,7,15.21
72611,2024-05-26,10:15,3,15,6,25.31
72612,2024-01-11,12:19,5,25,1,26.18
72613,2024-03-18,13:01,5,10,1,16.17
72614,2024-02-23,15:51,3,20,3,18.94
72615,2024-04-20,08:47,3,24,3,29.18
72616,2024-02-10,11:03,1,11,6,4.5
72617,2024-08-19,10:43,4,5,6,11.99
72618,2024-02-03,13:14,1,14,7,9.5
72619,2024-01-13,17:42,3,18,6,20.39
72620,2024-01-25,13:45,1,19,1,35.31
72621,2024-03-31,13:37,1,21,7,43.08
72622,2024-05-14,12:01,5,5,2,30.82
72623,2024-03-25,15:12,3,22,6,9.08
72624,2024-03-16,18:36,1,21,10,18.03
72625,2024-02-27,11:34,1,16,5,19.54
72626,2024-02-22,09:57,1,13,2,37.39
72627,2024-03-26,08:41,1,1,8,6.95
72628,2024-04-18,18:10,3,17,8,34.95
72629,2024-07-29,14:22,1,10,10,38.88
72630,2024-06-08,10:00,3,16,4,26.82
72631,2024-02-24,09:59,2,22,2,27.14
72632,2024-02-27,14:51,3,23,8,3.51
72633,2024-05-10,17:31,1,13,8,24.33
72634,2024-05-18,14:31,4,15,2,44.29
72635,2024-06-11,11:05,3,14,2,9.43
72636,2024-01-30,14:32,5,12,2,21.72
72637,2024-02-18,18:28,2,7,3,4.87
72638,2024-05-03,18:09,1,23,8,21.57
72639,2024-03-27,15:55,3,24,8,32.11
72640,2024-04-05,12:42,4,12,3,33.29
72641,2024-01-01,16:06,5,15,2,32.47
72642,2024-05-14,08:35,4,19,8,13.81
72643,2024-03-11,11:45,4,20,3,26.63
72644,2024-04-30,10:30,2,17,7,12.44
72645,2024-02-22,14:43,5,16,10,27.62
72646,2024-03-12,14:35,5,2,8,19.92
72647,2024-07-07,08:15,1,16,9,17.77
72648,2024-02-17,08:04,2,19,2,34.23
72649,2024-06-02,14:03,3,21,9,25.7
72650,2024-06-29,18:14,1,24,9,11.02
72651,2024-06-10,18:01,4,10,4,36.87
72652,2024-04-01,18:32,2,22,5,19.02
72653,2024-08-07,14:14,2,16,9,34.14
72654,2024-03-15,17:23,4,8,2,35.76
72655,2024-06-21,18:36,4,16,10,27.16
72656,2024-03-22,16:29,4,17,4,12.91
72657,2024-01-08,13:56,5,14,2,14.39
72658,2024-06-21,18:00,1,16,7,37.35
72659,2024-03-08,16:36,1,8,9,25.2
72660,2024-03-25,10:58,1,19,2,7.04
72661,2024-03-20,16:57,2,18,9,39.56
72662,2024-06-25,14:45,3,21,3,39.43
72663,2024-01-31,14:47,3,19,9,11.48
72664,2024-02-15,09:34,5,2,10,15.01
72665,2024-08-09,18:15,3,14,1,31.56
72666,2024-04-12,18:33,1,3,1,39.23
72667,2024-08-17,12:33,1,19,9,21.66
72668,2024-01-23,08:18,2,23,10,15.62
72669,2024-07-31,15:04,2,14,10,28.11
72670,2024-04-02,18:12,1,10,5,8.03
72671,2024-07-17,10:09,1,19,8,41.7
72672,2024-05-22,12:08,4,12,4,17.91
72673,2024-04-05,12:17,4,16,6,8.4
72674,2024-06-16,11:56,5,15,9,29.82
72675,2024-06-17,11:59,2,22,7,28.64
72676,2024-03-14,16:20,3,24,4,3.73
72677,2024-05-26,18:31,4,16,7,4.99
72678,2024-05-04,10:07,3,3,7,11.69
72679,2024-02-11,08:12,2,23,7,17.8
72680,2024-03-20,18:56,1,15,10,24.43
72681,2024-04-28,16:07,3,12,5,3.89
72682,2024-06-06,16:00,3,19,1,34.64
72683,2024-07-17,17:35,3,2,8,27.71
72684,2024-02-26,18:15,5,10,7,13.54
72685,2024-01-08,09:00,4,19,1,32.48
72686,2024-03-29,17:06,5,3,10,44.26
72687,2024-02-23,13:13,1,8,4,11.79
72688,2024-02-27,17:14,1,2,8,18.36
72689,2024-05-31,15:55,3,23,6,4.8
72690,2024-08-10,16:33,4,4,8,30.8
72691,2024-02-12,16:11,5,16,3,42.29
72692,2024-07-10,17:42,5,11,4,5.77
72693,2024-06-14,16:57,2,7,9,43.28
72694,2024-02-24,12:47,2,6,10,3.14
72695,2024-05-28,11:21,2,5,8,18.42
72696,2024-03-01,09:57,3,18,5,22.28
72697,2024-06-11,17:23,3,18,6,23.53
72698,2024-03-05,17:58,3,21,5,35.33
72699,2024-08-15,17:26,3,2,5,15.57
72700,2024-01-03,15:44,3,3,8,32.94
72701,2024-05-27,18:56,2,12,10,37.22
72702,2024-07-11,17:46,5,19,1,34.86
72703,2024-02-06,17:51,1,3,7,33.75
72704,2024-01-02,15:17,5,17,7,42.89
72705,2024-08-22,08:59,3,16,5,4.56
72706,2024-05-31,14:57,3,17,1,23.6
72707,2024-05-23,12:51,4,12,3,28.18
72708,2024-01-16,14:07,5,8,2,7.86
72709,2024-02-15,14:51,3,13,7,28.64
72710,2024-01-19,08:08,2,7,3,11.02
72711,2024-07-23,17:23,5,11,2,41.5
72712,2024-06-02,09:11,1,9,4,26.11
72713,2024-08-26,11:20,1,1,6,25.38
72714,2024-02-11,11:51,3,17,7,41.79
72715,2024-06-27,16:00,2,8,4,13.81
72716,2024-05-06,17:13,3,2,4,30.05
72717,2024-03-28,17:01,5,12,5,8.0
72718,2024-01-15,12:17,1,10,9,32.48
72719,2024-01-21,10:22,3,2,9,25.59
72720,2024-03-15,15:54,5,7,4,22.89
72721,2024-06-17,15:52,2,16,3,42.03
72722,2024-08-06,13:30,5,15,5,23.12
72723,2024-01-14,16:05,5,23,6,39.93
72724,2024-04-21,08:26,5,24,1,31.83
72725,2024-04-08,09:28,5,3,7,30.13
72726,2024-08-29,09:15,5,4,2,32.93
72727,2024-08-24,09:46,1,15,4,41.76
72728,2024-08-03,08:44,5,24,8,21.32
72729,2024-01-10,16:51,3,17,10,17.34
72730,2024-06-12,08:42,1,17,8,21.22
72731,2024-07-22,15:33,2,10,2,23.3
72732,2024-06-27,17:46,4,17,9,37.04
72733,2024-05-02,11:52,2,6,9,23.64
72734,2024-03-02,08:45,4,7,3,31.51
72735,2024-05-14,18:41,5,12,9,14.27
72736,2024-01-18,09:06,3,14,5,42.36
72737,2024-06-10,11:02,3,9,9,10.29
72738,2024-07-19,08:44,1,24,10,22.67
72739,2024-07-05,16:29,4,4,3,7.54
72740,2024-07-15,14:37,3,3,2,7.57
72741,2024-05-15,10:52,3,15,4,25.8
72742,2024-03-15,17:32,2,18,9,11.28
72743,2024-01-06,14:23,4,17,8,3.59
72744,2024-02-28,16:20,4,15,5,32.06
72745,2024-07-26,11:30,1,5,8,36.53
72746,2024-07-03,09:04,1,1,9,13.08
72747,2024-03-12,13:14,4,4,7,6.97
72748,2024-02-10,11:02,3,11,6,30.07
72749,2024-07-19,17:27,2,11,7,27.38
72750,2024-01-17,14:13,5,11,8,14.57
72751,2024-01-09,14:40,3,6,6,10.7
72752,2024-01-26,10:31,5,8,2,21.1
72753,2024-01-26,08:50,2,9,8,41.03
72754,2024-07-30,14:16,4,3,7,31.43
72755,2024-08-18,15:30,5,7,4,40.1
72756,2024-07-02,11:23,1,7,3,28.62
72757,2024-04-02,08:05,1,5,10,6.77
72758,2024-06-29,16:28,2,12,8,8.55
72759,2024-03-18,10:35,3,4,10,5.94
72760,2024-02-01,09:18,4,4,8,8.38
72761,2024-01-09,18:24,5,25,5,4.15
72762,2024-03-16,08:03,1,1,3,13.24
72763,2024-06-01,10:44,2,15,5,3.87
72764,2024-05-05,10:15,3,14,6,5.52
72765,2024-01-10,14:50,4,21,4,41.64
72766,2024-01-17,09:12,3,17,8,6.35
72767,2024-01-16,12:00,3,7,4,30.89
72768,2024-08-09,08:41,4,19,7,9.59
72769,2024-02-06,16:33,1,21,9,20.86
72770,2024-04-27,17:02,1,8,4,29.15
72771,2024-03-08,18:00,4,16,3,25.27
72772,2024-06-24,13:33,4,16,6,29.21
72773,2024-01-25,14:14,4,19,10,11.91
72774,2024-02-13,10:26,3,17,6,21.01
72775,2024-05-28,09:55,1,23,5,27.52
72776,2024-01-09,14:01,2,3,8,31.96
72777,2024-01-06,12:36,4,7,1,38.03
72778,2024-04-05,12:25,4,7,1,39.09
72779,2024-04-11,09:25,2,22,3,4.64
72780,2024-06-13,16:58,1,12,3,12.19
72781,2024-05-24,17:34,4,7,7,27.29
72782,2024-08-18,17:24,1,16,2,16.66
72783,2024-07-02,08:50,1,15,1,13.25
72784,2024-02-24,18:50,3,10,8,25.62
72785,2024-04-14,10:47,1,24,6,27.26
72786,2024-04-06,15:15,1,1,8,40.45
72787,2024-01-02,18:38,3,3,9,22.79
72788,2024-07-12,11:02,2,9,10,6.92
72789,2024-01-05,09:51,2,12,2,16.83
72790,2024-08-23,12:28,4,2,10,27.13
72791,2024-06-20,09:36,1,7,10,42.15
72792,2024-07-02,16:57,2,2,2,3.69
72793,2024-06-01,14:37,5,8,8,40.06
72794,2024-05-02,14:37,1,24,6,11.74
72795,2024-04-22,13:34,5,17,6,30.72
72796,2024-03-30,18:33,5,24,4,32.14
72797,2024-08-02,11:41,1,25,9,12.74
72798,2024-03-22,11:36,2,15,2,14.94
72799,2024-05-24,16:57,4,5,5,34.48
72800,2024-02-14,15:06,3,18,4,12.19
72801,2024-08-29,08:48,4,18,6,14.18
72802,2024-08-30,18:20,1,4,1,3.19
72803,2024-02-09,16:04,1,9,10,44.31
72804,2024-02-01,16:38,5,6,5,37.2
72805,2024-05-04,10:50,3,11,4,34.78
72806,2024-07-08,16:12,1,6,7,33.04
72807,2024-03-14,08:33,1,14,6,40.92
72808,2024-01-27,12:44,3,15,6,39.67
72809,2024-01-09,15:07,3,8,9,27.72
72810,2024-03-31,18:54,3,18,5,29.74
72811,2024-03-11,10:18,2,4,3,10.54
72812,2024-04-23,09:48,5,8,9,23.13
72813,2024-01-02,17:32,3,25,2,20.49
72814,2024-06-08,16:53,5,12,10,15.02
72815,2024-03-26,16:04,5,8,9,13.43
72816,2024-07-26,15:16,3,11,6,30.49
72817,2024-04-09,15:46,5,18,4,18.92
72818,2024-02-29,08:46,3,15,3,20.27
72819,2024-07-22,18:52,2,18,5,3.47
72820,2024-06-16,09:49,4,18,8,3.27
72821,2024-03-25,14:38,5,6,10,19.04
72822,2024-02-16,16:10,2,17,2,25.54
72823,2024-06-22,17:30,5,18,2,8.72
72824,2024-04-01,08:58,5,17,4,32.07
72825,2024-08-22,09:58,1,12,4,11.1
72826,2024-04-16,10:29,1,5,7,36.76
72827,2024-03-11,12:23,4,4,3,40.96
72828,2024-03-13,11:16,3,5,10,6.94
72829,2024-05-05,09:46,1,25,5,7.7
72830,2024-03-20,17:37,4,20,6,29.58
72831,2024-02-23,16:48,1,19,2,32.58
72832,2024-05-21,13:18,5,3,3,41.54
72833,2024-01-22,14:34,2,18,8,10.21
72834,2024-07-09,18:44,2,21,6,9.15
72835,2024-03-23,11:15,5,2,6,16.01
72836,2024-08-13,16:04,3,14,7,30.35
72837,2024-07-13,09:26,1,1,2,18.22
72838,2024-03-15,08:19,1,7,10,43.46
72839,2024-02-01,09:24,5,20,2,11.36
72840,2024-07-27,10:50,3,21,9,12.72
72841,2024-03-19,18:56,1,2,7,4.78
72842,2024-01-11,12:12,2,17,7,33.83
72843,2024-03-28,14:51,3,23,6,2.57
72844,2024-08-25,11:06,4,11,3,18.89
72845,2024-05-04,18:37,1,16,1,9.35
72846,2024-02-25,13:32,1,16,3,38.3
72847,2024-06-04,11:50,2,14,5,43.19
72848,2024-06-27,11:18,5,3,6,20.97
72849,2024-04-18,16:35,2,1,6,10.15
72850,2024-05-04,15:54,3,24,3,13.69
72851,2024-02-20,11:26,1,8,4,23.26
72852,2024-02-15,14:59,1,4,10,29.89
72853,2024-01-31,15:31,2,21,4,23.72
72854,2024-04-26,08:30,3,1,3,43.73
72855,2024-05-05,14:52,5,19,2,34.6
72856,2024-05-03,11:35,2,14,8,25.48
72857,2024-02-22,08:06,4,19,5,19.06
72858,2024-02-18,12:33,2,6,5,30.67
72859,2024-04-10,16:48,3,11,8,12.39
72860,2024-01-09,09:04,2,5,1,19.25
72861,2024-02-07,11:30,2,1,3,19.19
72862,2024-02-29,16:42,3,10,1,44.86
72863,2024-05-28,09:23,5,4,10,2.57
72864,2024-08-26,14:09,4,9,4,37.39
72865,2024-02-20,10:40,4,6,4,19.88
72866,2024-08-22,08:21,5,12,6,35.23
72867,2024-08-26,12:33,3,2,8,34.51
72868,2024-08-27,13:38,4,5,3,25.81
72869,2024-04-20,18:38,3,10,6,8.68
72870,2024-08-07,18:47,1,8,3,13.99
72871,2024-08-06,18:42,2,11,6,21.66
72872,2024-07-06,17:06,3,2,9,35.7
72873,2024-01-19,10:37,1,1,4,38.12
72874,2024-03-23,12:43,3,10,2,22.34
72875,2024-04-13,14:19,4,24,4,28.7
72876,2024-01-15,08:21,4,17,1,44.91
72877,2024-01-31,13:24,2,23,8,19.92
72878,2024-05-13,13:15,1,6,7,29.34
72879,2024-02-01,14:38,5,24,7,8.18
72880,2024-04-16,12:13,5,24,5,43.66
72881,2024-06-27,17:41,2,18,2,39.6
72882,2024-03-27,14:00,2,14,5,28.23
72883,2024-01-12,10:20,4,1,6,44.61
72884,2024-03-18,16:38,4,15,2,4.02
72885,2024-05-29,11:08,1,11,5,39.22
72886,2024-01-03,09:32,1,3,8,7.94
72887,2024-04-19,10:05,5,5,2,19.07
72888,2024-07-09,10:49,3,12,10,7.84
72889,2024-05-13,15:29,5,3,10,27.78
72890,2024-05-21,16:22,2,7,1,25.32
72891,2024-02-13,09:12,5,9,7,2.87
72892,2024-08-30,11:47,4,6,8,34.06
72893,2024-08-27,11:38,5,3,9,12.15
72894,2024-06-06,09:29,5,3,6,40.33
72895,2024-04-03,09:31,2,3,5,7.74
72896,2024-07-14,12:43,4,22,3,20.97
72897,2024-02-04,18:25,1,2,6,33.15
72898,2024-07-15,17:12,5,11,1,20.9
72899,2024-03-06,09:06,4,11,8,26.75
72900,2024-08-15,17:19,3,3,7,21.58
72901,2024-07-10,12:57,1,10,10,8.04
72902,2024-06-24,15:55,3,25,9,8.75
72903,2024-04-29,11:54,5,16,9,35.89
72904,2024-06-27,13:40,3,23,9,24.63
72905,2024-08-31,14:08,4,7,6,43.99
72906,2024-06-19,09:48,3,12,4,38.15
72907,2024-03-09,11:55,2,10,1,34.4
72908,2024-07-21,17:56,1,23,8,28.5
72909,2024-03-30,11:04,1,9,1,7.75
72910,2024-01-24,10:18,3,20,8,32.34
72911,2024-04-01,09:03,3,22,2,41.94
72912,2024-02-20,08:48,5,22,5,37.6
72913,2024-01-18,17:58,1,6,2,15.35
72914,2024-07-08,16:19,3,16,8,43.96
72915,2024-06-18,17:04,1,25,6,5.19
72916,2024-06-20,18:31,5,1,8,26.72
72917,2024-07-03,10:57,5,11,4,8.48
72918,2024-08-12,12:52,4,1,7,41.06
72919,2024-02-14,18:00,5,3,10,37.83
72920,2024-07-09,13:06,1,13,8,15.65
72921,2024-06-27,15:55,2,8,2,29.64
72922,2024-01-03,11:06,4,1,3,28.23
72923,2024-02-08,12:30,2,24,1,16.18
72924,2024-08-29,15:19,4,13,7,40.16
72925,2024-03-01,17:39,1,2,10,14.26
72926,2024-08-13,13:23,4,19,9,37.72
72927,2024-03-15,10:48,3,2,6,5.42
72928,2024-08-04,18:58,4,1,3,6.83
72929,2024-08-23,18:06,4,2,6,42.41
72930,2024-04-18,13:45,1,24,6,32.8
72931,2024-03-20,12:55,1,15,1,27.68
72932,2024-03-29,16:58,4,19,1,35.8
72933,2024-07-17,09:11,5,11,5,23.92
72934,2024-06-03,15:09,3,20,10,35.74
72935,2024-05-27,10:57,4,20,9,38.79
72936,2024-06-19,17:41,3,5,9,35.3
72937,2024-04-01,18:46,5,22,3,32.41
72938,2024-05-20,18:07,3,11,9,13.47
72939,2024-01-12,09:13,3,6,4,35.27
72940,2024-06-04,11:07,3,8,3,42.43
72941,2024-07-29,16:57,3,5,6,32.74
72942,2024-05-21,09:14,3,15,10,12.06
72943,2024-01-29,13:33,5,5,2,3.28
72944,2024-06-03,11:36,2,2,4,12.85
72945,2024-06-11,17:31,5,19,5,35.77
72946,2024-05-16,10:20,1,17,4,26.91
72947,2024-01-25,12:24,1,9,2,34.34
72948,2024-03-30,18:50,3,2,2,42.69
72949,2024-08-08,17:51,1,4,2,20.56
72950,2024-05-22,10:47,5,24,9,4.44
72951,2024-05-31,14:33,1,23,5,9.83
72952,2024-06-07,18:57,3,2,6,28.02
72953,2024-07-15,09:49,5,13,5,15.56
72954,2024-07-12,17:08,3,11,9,30.03
72955,2024-07-27,14:21,2,9,5,9.46
72956,2024-06-04,08:46,1,3,8,14.68
72957,2024-06-18,11:32,3,18,1,40.3
72958,2024-05-02,08:19,2,17,6,32.01
72959,2024-08-15,11:09,2,14,8,28.24
72960,2024-06-26,08:02,5,17,7,22.05
72961,2024-03-25,17:50,4,10,3,13.36
72962,2024-06-21,18:47,4,2,3,17.71
72963,2024-06-08,14:35,3,22,3,37.99
72964,2024-07-02,13:44,5,13,1,8.17
72965,2024-07-21,18:15,3,4,3,27.45
72966,2024-03-12,16:34,4,17,2,19.27
72967,2024-01-30,08:49,1,21,1,44.81
72968,2024-03-04,10:15,3,23,6,42.0
72969,2024-07-02,12:03,4,13,9,6.06
72970,2024-04-23,15:50,2,25,7,41.93
